-2.862502858042716980e-01,-9.116510033607483354e-01,-1.907440757751464933e+00,-3.637656784057617276e+00,4.745222449302673451e-01,3.953044748306274503e+00,3.235121202468872248e+00,-3.222019255161285289e-01,-6.578617215156554732e-01,-6.391616702079773171e-01,1.000772789120674133e-01,6.395459651947021928e-01,-1.658009719848632768e+00,1.156895995140075684e+00
3.229251682758331188e-01,3.854283392429351529e-02,9.612902402877807062e-02,3.561222434043884166e-01,1.112035989761352567e-01,-8.828934669494629128e-01,8.401759028434753196e-01,-3.622770830988884111e-02,7.135211378335952481e-02,-4.517552405595779558e-02,2.254052400588989202e-01,2.414209038019180242e-01,-3.097201287746429582e-02,2.056134253740310724e-01
-1.600397825241088867e-01,-1.681837290525436401e-01,2.423168905079364777e-02,-1.149780837295111269e-05,-9.629949182271957397e-02,1.778261363506317139e-01,1.453983187675476074e-01,-2.047186493873596191e-01,1.167724058032035828e-01,3.901634737849235535e-02,1.741035431623458862e-01,1.118411794304847717e-01,-9.806711226701736450e-02,-8.043286949396133423e-02
-2.566722095012664573e-01,4.766705811023712047e-01,7.362977623939513938e-01,-1.831999123096466064e-01,-1.227119064331054776e+00,-1.822945976257324130e+00,5.961892008781433105e-01,2.267056375741958729e-01,3.459618091583251953e-01,3.056100070476531760e-01,-1.351968795061111450e-01,9.176228493452072421e-02,-4.799574434757232777e-01,6.163676261901855913e-01
6.096331030130386353e-02,-1.234427168965339661e-01,1.163418665528297424e-01,-1.195713654160499573e-01,-7.553374860435724258e-03,2.302547544240951538e-02,-5.365453287959098816e-02,-1.553545296192169189e-01,9.145175665616989136e-02,-2.747003547847270966e-02,-6.397670507431030273e-02,-1.778085976839065552e-01,-9.363238513469696045e-02,7.489743828773498535e-02
1.674300879240036011e-01,2.796220071613788466e-02,-4.837009668350219505e-01,2.668347001075744851e-01,8.696622371673583540e-01,-7.804111599922179954e-01,9.774849653244018777e-01,-3.284607708454131969e-01,-4.715910732746124157e-01,-2.720091819763183483e-01,2.511821329593658669e-01,5.109017491340637207e-01,3.092394590377807728e-01,2.244715988636016846e-01
1.467819118499755771e+00,2.212065815925598145e+00,2.581776380538940430e+00,1.084458351135253906e+00,-2.378429460525512518e+00,-3.068753147125244052e+00,9.533935070037842241e-01,5.379866719245910422e-01,8.749389529228210893e-01,6.304288029670714888e-01,2.177066266536712702e-01,-9.268688678741454634e-01,1.636869001388549849e+00,-1.225952172279357821e+00
1.830287307500839122e-01,8.340042829513549805e-02,3.793201625347137340e-01,9.907655835151671919e-01,1.225170731544494573e-01,-1.457462549209594727e+00,1.442450594902038530e+00,-4.127821087837219016e-01,-3.008367359638214333e-01,-3.011202394962310680e-01,-7.185229212045669833e-02,7.232261776924133745e-01,8.246344685554504172e-01,-5.542208313941955344e-01
3.359755516052246094e+00,2.960867214202880682e+00,1.048155546188354492e+00,-2.236237144470214933e+00,4.500693857669830211e-01,-4.337034749984741033e+00,3.163336038589477539e+00,-2.525043506175279548e-02,2.221456825733184870e-01,1.636130988597869762e-01,-1.769059628248214611e-01,-3.416053235530853160e-01,-1.665402579307556197e+00,9.225133657455444336e-01
-1.154583668708801358e+00,-4.090344905853271484e-01,7.996565699577332098e-02,-4.113189101219177357e-01,-6.702749490737914817e-01,-1.224094438552856490e+00,2.301029396057129084e+00,-9.273495197296142134e-01,-9.001727104187011719e-01,-9.484829902648925781e-01,1.211633943021297490e-02,1.396354579925537021e+00,9.259896516799926980e-01,-7.051519632339477983e-01
1.797402238845825284e+00,2.202808117866516202e+00,1.923691678047180220e+00,5.941097795963287131e-01,-1.052129566669464111e+00,3.281655263900757014e+00,-9.479155421257019487e-01,2.549036473035812267e-01,4.120994746685028298e-01,1.939293414354324452e-01,1.414842113852500805e-01,-4.615768611431121937e-01,2.495721197128295987e+00,-1.629747200012207076e+00
-1.585423111915588379e+00,-1.161848139762878374e+00,-2.646491765975952370e-01,-1.969538760185241655e+00,-1.805597972869873002e+00,-1.884115171432495073e+00,-1.604498457908630327e+00,1.762968152761459351e-01,9.867783784866332453e-02,6.907379329204559049e-02,2.750077605247497337e-01,-1.434249788522720392e-01,1.029407954216003507e+00,-6.854623436927795854e-01
4.626102387905121072e-01,6.303854703903197798e-01,5.866511702537536843e-01,6.619146227836608665e-01,-2.458324104547500721e-01,1.114327883720398038e+00,8.405094146728515625e-01,-3.814295604825020114e-02,2.853417754173278587e-01,1.785760164260864202e-01,-3.835366964340210238e-02,5.349689200520515303e-02,3.060831785202026145e-01,3.168721273541450639e-02
7.567253261804580966e-02,4.192582145333290100e-02,-2.964229345321655051e-01,-2.876315057277679665e-01,4.579837024211883545e-01,5.612627029418945090e-01,-8.084962725639343040e-01,-9.979844987392424982e-02,3.377210736274719460e-01,2.656279325485229603e-01,3.549685105681419511e-02,1.451847672462463490e-01,8.755643852055072784e-03,2.897117316722869762e-01
6.333861470222472700e-01,3.157832264900207742e-01,1.840343326330184937e-01,9.010808825492858665e-01,6.957938432693481223e-01,-3.367463350296020508e-01,2.888432502746581809e-01,3.487818241119385043e-02,-2.188344478607177623e-01,3.316635899245738706e-02,1.238515585660934504e-01,1.714230388402938898e-01,1.386685371398925781e-01,-1.297474324703216664e-01
-1.013548648357391446e+00,-9.863026857376098189e-01,-4.423452734947204701e-01,5.945479631423949973e-01,5.378680825233459473e-01,-6.500689864158630815e-01,1.547641611099243253e+00,-1.266359556466340949e-02,3.342866599559783936e-01,2.581350028514862172e-01,2.629548072814941184e-01,-2.025182813405990712e-01,5.975414156913757546e-01,-5.580454945564270464e-01
-6.932695209980010986e-02,-1.941592097282409668e-01,5.565248578786850114e-02,3.946191310882568581e-01,4.290830373764037975e-01,9.796010375022887740e-01,-1.027557820081710788e-01,2.750987410545349121e-01,1.532142013311386108e-01,3.320055544376373513e-01,1.003865540027618353e-01,-7.546023428440093439e-02,4.497757017612457053e-01,-2.682345569133758323e-01
2.119894886016845614e+00,2.314658451080322088e+00,2.300202965736389160e+00,-1.343015599250793501e+00,-2.488497829437255948e+00,2.979823732376098544e+00,2.631969547271728604e+00,9.289829083718359817e-03,1.129423573613166781e-01,1.427453055977821461e-01,-2.368062436580657959e-01,-2.591846078634262307e-01,-1.926144862174987704e+00,1.291503000259399458e+00
2.632213942706584930e-02,-1.945457905530929565e-01,-1.385278701782226562e-01,-1.572673767805099487e-01,-1.343824565410614014e-01,-8.971010893583297729e-02,-1.716368347406387329e-01,-1.260873675346374512e-01,-4.767973721027374268e-02,1.468712389469146729e-01,-1.006960272789001465e-01,-1.289551258087158203e-01,1.952315866947174072e-01,2.065254002809524536e-02
-1.065599584579467685e+00,-1.233523058891296431e+00,-1.270573639869689853e+00,-6.035387754440307839e-01,1.157479119300842241e+00,2.339193534851074396e+00,-8.354511618614196555e-01,4.961720883846282848e-01,2.887114703655243031e-01,4.951282382011413796e-01,-1.201550215482711792e-01,-3.171467721462249978e-01,1.811499092727899413e-02,2.226024836301803700e-01
3.724900960922241100e-01,3.254718482494354387e-02,-6.914420723915100375e-02,2.081870228052139227e-01,1.294445097446441650e-01,-8.406421065330504927e-01,-6.818252563476562278e-01,1.328232228755950872e-01,1.037861049175262396e-01,-1.720077693462371826e-01,6.477956473827362061e-02,2.466228693723678533e-01,3.461491107940674050e-01,7.187176346778870184e-02
-1.362926848232746124e-01,-4.837115645408630593e-01,-1.408778476715087935e+00,-3.008749485015869141e+00,2.037482470273971613e-01,-2.855725097656249822e+00,3.003051519393920898e+00,1.133708310127258256e+00,1.335321164131164640e+00,1.033309984207153365e+00,-8.277502357959747037e-02,-1.153973698616027832e+00,1.499349498748779208e+00,-6.027125239372252974e-01
-1.155150437355041415e+00,-9.800321459770202637e-01,-9.951772570610046831e-01,-1.852312833070755005e-01,6.024916648864746538e-01,8.409714931622147907e-03,2.042218613624572576e+00,3.858670413494110218e-01,8.277487874031066450e-01,6.008660435676574929e-01,4.009701535105705122e-02,-5.846222996711730735e-01,-5.803551793098449263e-01,5.466704607009887917e-01
-7.169792652130126953e-01,-9.661000609397888406e-01,-1.003696429729461714e+00,7.313245058059691939e-01,1.075574684143066451e+00,-1.688935136795044034e+00,-1.839728415012359675e-01,-6.573471903800964800e-01,-7.331876873970031294e-01,-4.935806632041931374e-01,2.142364978790283273e-02,9.065568447113037109e-01,-9.309196174144744595e-02,-4.353531333617865866e-03
-1.153615283966064498e+00,-1.078272211551666304e+00,-1.160106921195983798e+00,-8.427483081817627175e-01,6.683258771896362083e-01,2.530667781829833984e+00,-1.290389871597290128e+00,1.079649555683136031e+00,1.167728042602539151e+00,1.200781583786010742e+00,1.156378909945487976e-01,-1.345960211753845170e+00,1.096528673171996981e+00,-4.695106089115143044e-01
