3.099810714041139903e+01,2.893448033595364066e+01,2.830904699545538605e+01,2.032531832117648918e+01,2.308403061330548312e+01,3.407155036926269531e+01,8.858609199523925781e+00
3.087831813535029113e+01,2.880398648959294761e+01,2.813285164522455162e+01,2.023407607649500051e+01,2.314885930633725408e+01,3.420459747314453125e+01,8.890826702117919922e+00
3.077594258888846213e+01,2.874449528658990616e+01,2.818396353547693778e+01,2.029347248816225147e+01,2.312218525255590151e+01,3.402338981628417969e+01,8.884248733520507812e+00
3.073078598263600014e+01,2.870080499873146351e+01,2.810544006280665741e+01,2.021264788863714656e+01,2.308481164058244417e+01,3.420674324035644531e+01,8.902711868286132812e+00
3.053982887503062216e+01,2.851392481967501169e+01,2.792784888671516441e+01,2.020750746979398826e+01,2.320465532060539005e+01,3.419145584106445312e+01,8.863005638122558594e+00
3.049238419172912629e+01,2.850819265677034764e+01,2.805360863845104191e+01,2.033421893321028762e+01,2.318486384078693163e+01,3.434847831726074219e+01,8.889386653900146484e+00
3.033939093384070418e+01,2.838869119415402054e+01,2.799190629302774980e+01,2.037446220619284531e+01,2.318246655841671355e+01,3.454751968383789062e+01,8.845961093902587891e+00
3.037921466508036517e+01,2.850257785772618746e+01,2.826246307508183264e+01,2.046593512801241133e+01,2.295811176663375619e+01,3.460095405578613281e+01,8.879761695861816406e+00
3.050596097503617443e+01,2.864810934538371612e+01,2.841942545471462722e+01,2.039683867902051162e+01,2.276094198908968380e+01,3.439734458923339844e+01,8.958332538604736328e+00
3.064946277072564484e+01,2.879944031785074543e+01,2.855624514053889484e+01,2.033198778029898435e+01,2.258638836087800783e+01,3.441334724426269531e+01,8.919377326965332031e+00
3.071323916999541837e+01,2.884765357849207845e+01,2.852866369147869108e+01,2.023082162754130664e+01,2.252162341362989295e+01,3.420736312866210938e+01,8.973896503448486328e+00
3.076516546942021080e+01,2.888183488291417689e+01,2.854136234108936065e+01,2.023418609715998429e+01,2.255085227640909906e+01,3.430567741394042969e+01,9.034795761108398438e+00
3.087811587734679364e+01,2.898644795591003387e+01,2.859922588334550397e+01,2.007672265332525541e+01,2.242191299474619370e+01,3.430245399475097656e+01,9.026980400085449219e+00
3.080612936010014380e+01,2.885136998230990457e+01,2.832094506962727110e+01,1.996224866033304934e+01,2.262465455356192479e+01,3.403788566589355469e+01,9.131636619567871094e+00
3.089470015192185315e+01,2.894352748636169892e+01,2.843679070377417162e+01,1.997650977511175086e+01,2.257425180038983825e+01,3.411774635314941406e+01,9.057335853576660156e+00
3.077535616356020043e+01,2.885530447576634927e+01,2.840536305835026454e+01,1.996941627392361340e+01,2.254694701354535624e+01,3.387391090393066406e+01,9.068999290466308594e+00
3.094550777815782894e+01,2.905464249924575171e+01,2.871271563012435024e+01,2.007139475627664638e+01,2.241041607559416704e+01,3.409014701843261719e+01,9.010024070739746094e+00
3.078556308967055344e+01,2.890839816019257213e+01,2.858295462326981351e+01,2.003035960190727494e+01,2.245466186172693313e+01,3.410798072814941406e+01,9.015808105468750000e+00
3.070212724472010635e+01,2.881956005699391810e+01,2.849203416728726879e+01,2.004730539706756076e+01,2.254340858171248740e+01,3.406887054443359375e+01,9.056982994079589844e+00
3.075295350526558735e+01,2.886990154628325911e+01,2.855748010644262180e+01,1.998544744371935522e+01,2.249978846695068668e+01,3.417178153991699219e+01,9.011592864990234375e+00
3.060981248653615339e+01,2.876192617267179230e+01,2.854165627037483333e+01,2.004256924035523468e+01,2.252504402182276877e+01,3.418950080871582031e+01,9.072220325469970703e+00
3.060934698742457272e+01,2.882366127554760382e+01,2.872924304365881554e+01,2.007729111953334922e+01,2.233727083979452033e+01,3.418624877929687500e+01,9.092230796813964844e+00
3.046779429626080926e+01,2.865448514908001698e+01,2.845768582373554878e+01,1.998693835056328894e+01,2.245079003802414874e+01,3.433671951293945312e+01,9.003846645355224609e+00
3.049522189150060925e+01,2.868085309166972152e+01,2.850814268187456335e+01,2.010312256061295599e+01,2.249802064655050771e+01,3.448096275329589844e+01,9.001808166503906250e+00
3.069435707138246272e+01,2.886272224336421743e+01,2.867098262084324389e+01,2.007690946403896959e+01,2.241650912036848098e+01,3.458165168762207031e+01,9.062614440917968750e+00
3.073683551124439717e+01,2.895326195213934284e+01,2.884783435449548250e+01,2.007361124161371890e+01,2.221504544773731382e+01,3.470475196838378906e+01,8.980159759521484375e+00
3.077753784970111894e+01,2.901089185944534421e+01,2.896831575807874515e+01,2.026434734812109895e+01,2.222710991180541740e+01,3.467583656311035156e+01,9.023861885070800781e+00
3.098410984998150042e+01,2.916321544172806668e+01,2.898898243309128731e+01,2.018032328365357486e+01,2.220608693143730505e+01,3.458391189575195312e+01,9.030914306640625000e+00
3.096890107378145629e+01,2.909627484759958094e+01,2.881225116287811616e+01,2.011269129757345553e+01,2.236038546341514177e+01,3.436288833618164062e+01,9.070920944213867188e+00
3.116125935415528048e+01,2.923098888287971420e+01,2.882103557977790942e+01,1.999289246802782216e+01,2.236916893881026169e+01,3.425756454467773438e+01,9.023051261901855469e+00
3.123683238891036140e+01,2.927406659778676001e+01,2.881182529606185483e+01,2.006380299374599474e+01,2.245620900215744342e+01,3.444486618041992188e+01,8.941271305084228516e+00
3.121041551092130106e+01,2.923886774708092773e+01,2.873085504267603341e+01,1.994452706813269671e+01,2.243292215933876577e+01,3.445365905761718750e+01,8.885102272033691406e+00
3.127104290607695347e+01,2.926301110233561076e+01,2.868440864191228101e+01,1.990198047464695108e+01,2.250671017655737671e+01,3.448792457580566406e+01,8.934993743896484375e+00
3.146081932893977395e+01,2.949275079011158596e+01,2.902158292632083203e+01,2.000029945888278959e+01,2.228875068731268527e+01,3.466445922851562500e+01,8.830018043518066406e+00
3.132835832096036199e+01,2.938751838943288064e+01,2.896311473770180811e+01,2.002284940296433291e+01,2.229494134332765753e+01,3.491663932800292969e+01,8.732666969299316406e+00
3.130796327648909028e+01,2.943362145678162989e+01,2.918181427360700653e+01,2.010017241652203879e+01,2.214926692948877118e+01,3.476182937622070312e+01,8.692951202392578125e+00
3.130358421167337468e+01,2.947015041526633539e+01,2.929506048707874299e+01,2.010528279095868598e+01,2.201460749526980010e+01,3.462037086486816406e+01,8.778753280639648438e+00
3.147780277417930250e+01,2.959919885201017919e+01,2.933054231654696054e+01,2.000987978372039322e+01,2.200659217750052932e+01,3.450265884399414062e+01,8.769073486328125000e+00
3.150963868561798975e+01,2.966955854301859574e+01,2.951120933028122550e+01,2.010550694877201039e+01,2.192007682867056673e+01,3.457694053649902344e+01,8.786182403564453125e+00
3.117233930550551335e+01,2.934551553519474965e+01,2.919003876417758292e+01,2.007928747379274981e+01,2.208304222785942272e+01,3.462689399719238281e+01,8.777656555175781250e+00
3.140584471958169033e+01,2.953957835008598920e+01,2.930203400247241063e+01,2.004472927266247950e+01,2.203352143812154296e+01,3.477069854736328125e+01,8.707451820373535156e+00
3.158777287186245530e+01,2.973860539613775700e+01,2.953857702358570236e+01,2.005405444605651510e+01,2.185268155564923021e+01,3.465600013732910156e+01,8.704710006713867188e+00
3.163795736675527692e+01,2.984676443516987021e+01,2.978888736931107317e+01,2.018628005398909764e+01,2.169005998190101181e+01,3.488024711608886719e+01,8.680634498596191406e+00
3.154570969679794246e+01,2.970368525215688749e+01,2.953887897400629825e+01,2.008476830766720767e+01,2.188386625046747724e+01,3.481245040893554688e+01,8.650794029235839844e+00
3.144015705560345353e+01,2.957193978235008203e+01,2.931584613213477297e+01,1.990720949493120884e+01,2.195396938653496832e+01,3.458725929260253906e+01,8.619272708892822266e+00
